2026-06-12T10:48:13.416457815Z I0612 10:48:13.416223       1 options.go:263] external host was not specified, using 10.115.252.95
2026-06-12T12:38:15.214914473Z I0612 12:38:15.214709       1 policy_source.go:248] refreshing policies
2026-06-12T12:41:44.340573576Z W0612 12:41:44.340397       1 dispatcher.go:210] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:41:44.340603046Z E0612 12:41:44.340447       1 dispatcher.go:214] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:41:44.351990497Z W0612 12:41:44.351924       1 dispatcher.go:205] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:41:44.352006937Z E0612 12:41:44.351957       1 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:44:12.366005602Z W0612 12:44:12.365878       1 dispatcher.go:210] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:44:12.366033342Z E0612 12:44:12.365922       1 dispatcher.go:214] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:44:12.378273195Z W0612 12:44:12.378172       1 dispatcher.go:205] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:44:12.378304952Z E0612 12:44:12.378210       1 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:45:56.950094829Z W0612 12:45:56.949935       1 dispatcher.go:210] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:45:56.950130569Z E0612 12:45:56.949977       1 dispatcher.go:214] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:45:56.965736773Z W0612 12:45:56.965621       1 dispatcher.go:205] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:45:56.965754136Z E0612 12:45:56.965668       1 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:47:22.077311008Z W0612 12:47:22.077202       1 dispatcher.go:210] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:47:22.077332887Z E0612 12:47:22.077243       1 dispatcher.go:214] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:47:22.085772316Z W0612 12:47:22.085670       1 dispatcher.go:205] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:47:22.086192492Z E0612 12:47:22.085702       1 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:48:14.445899133Z I0612 12:48:14.445715       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.53.0.0/16
2026-06-12T12:48:14.539157520Z I0612 12:48:14.538941       1 policy_source.go:248] refreshing policies
2026-06-12T12:49:05.351608288Z W0612 12:49:05.351452       1 dispatcher.go:210] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:49:05.351627730Z E0612 12:49:05.351504       1 dispatcher.go:214] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:49:05.363885236Z W0612 12:49:05.363800       1 dispatcher.go:205] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:49:05.363905004Z E0612 12:49:05.363842       1 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:49:25.566974066Z W0612 12:49:25.566815       1 dispatcher.go:210] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:49:25.567005841Z E0612 12:49:25.566860       1 dispatcher.go:214] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:49:25.576193672Z W0612 12:49:25.576120       1 dispatcher.go:205] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:49:25.576218557Z E0612 12:49:25.576157       1 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:55:43.296479481Z W0612 12:55:43.296389       1 dispatcher.go:210] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:55:43.296502147Z E0612 12:55:43.296428       1 dispatcher.go:214] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:55:43.307137767Z W0612 12:55:43.307025       1 dispatcher.go:205] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:55:43.307156629Z E0612 12:55:43.307066       1 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:56:56.035660435Z W0612 12:56:56.035468       1 dispatcher.go:210] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:56:56.035704994Z E0612 12:56:56.035527       1 dispatcher.go:214] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:56:56.045468175Z W0612 12:56:56.045315       1 dispatcher.go:205] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T12:56:56.045485292Z E0612 12:56:56.045366       1 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T12:58:14.446210473Z I0612 12:58:14.446066       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.53.0.0/16
2026-06-12T12:58:14.869520222Z I0612 12:58:14.869340       1 policy_source.go:248] refreshing policies
2026-06-12T13:00:26.290035609Z W0612 13:00:26.289834       1 dispatcher.go:210] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T13:00:26.290067337Z E0612 13:00:26.289891       1 dispatcher.go:214] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T13:00:26.306653677Z W0612 13:00:26.306525       1 dispatcher.go:205] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T13:00:26.306673378Z E0612 13:00:26.306560       1 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T13:06:00.472302981Z W0612 13:06:00.472187       1 dispatcher.go:210] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T13:06:00.472323178Z E0612 13:06:00.472224       1 dispatcher.go:214] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T13:06:00.487794928Z W0612 13:06:00.487659       1 dispatcher.go:205] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T13:06:00.487816146Z E0612 13:06:00.487715       1 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T13:07:29.839744533Z W0612 13:07:29.839599       1 dispatcher.go:210] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T13:07:29.839769550Z E0612 13:07:29.839643       1 dispatcher.go:214] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/mutation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
2026-06-12T13:07:29.848742409Z W0612 13:07:29.848631       1 dispatcher.go:205] Failed calling webhook, failing open pcidevices.harvesterhci.io: failed calling webhook "pcidevices.harvesterhci.io": failed to call webhook: Post "https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s": service "pcidevices-webhook" not found
2026-06-12T13:07:29.848758292Z E0612 13:07:29.848666       1 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"pcidevices.harvesterhci.io\": failed to call webhook: Post \"https://pcidevices-webhook.harvester-system.svc:8443/v1/webhook/validation?timeout=10s\": service \"pcidevices-webhook\" not found" logger="UnhandledError"
